frame_idx,has_face,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral
1,1,2.4424263756372966e-05,0.002920569619163871,2.2650856408290565e-05,0.9930960536003113,0.00040996260941028595,0.00038732646498829126,0.0031390090007334948
2,1,2.1245297830319032e-05,0.0022773239761590958,1.8806727894116193e-05,0.9933585524559021,0.0005519900587387383,0.0003570047556422651,0.0034151440486311913
3,1,0.00014543713768944144,0.0015210333513095975,1.586591861268971e-05,0.9926023483276367,0.00039377741632051766,0.00025292253121733665,0.005068609025329351
4,1,0.0003824416780844331,0.0011463992996141315,2.236689761048183e-05,0.9924407601356506,0.0003320413234177977,0.0002138748241122812,0.005462108179926872
5,1,0.000420943193603307,0.003164248540997505,2.032620250247419e-05,0.9702811241149902,0.0003580783377401531,0.0004716498660854995,0.025283653289079666
6,1,0.0004289895005058497,0.0045036617666482925,2.3986076485016383e-05,0.9552157521247864,0.00033231472480110824,0.0006899770232848823,0.03880536928772926
7,1,0.0003968948149122298,0.004346083849668503,2.2286172679741867e-05,0.9586386680603027,0.0003608388069551438,0.0006009645876474679,0.035634301602840424
8,1,0.0004021834465675056,0.00418653292581439,1.9353577954461798e-05,0.9548793435096741,0.00032508891308680177,0.0005722893984057009,0.039615221321582794
9,1,0.00040945751243270934,0.004449224099516869,1.7227477655978873e-05,0.9527668356895447,0.00023585479357279837,0.0006820830749347806,0.041439350694417953
10,1,0.00036290939897298813,0.004644456785172224,1.629085818422027e-05,0.9532280564308167,0.00024233544536400586,0.000706401071511209,0.040799546986818314
11,1,0.00024026415485423058,0.0047087157145142555,2.0429404685273767e-05,0.9539309740066528,0.00027251202845945954,0.0007423797505907714,0.04008474946022034
12,1,0.00015899659774731845,0.003128092736005783,1.8757840734906495e-05,0.9705778956413269,0.00020977796521037817,0.0005476069054566324,0.025358812883496284
13,1,9.229726128978655e-05,0.0015665501123294234,1.2784558748535346e-05,0.9875285029411316,0.0001860030461102724,0.00030486559262499213,0.010308987461030483
14,1,6.328102608677e-05,0.001148029463365674,1.1242008440603968e-05,0.988440990447998,0.00013046692765783519,0.00031969419796951115,0.009886343963444233
15,1,5.5437867558794096e-05,0.0011003323597833514,1.1627510502876248e-05,0.9891996383666992,0.00012162171333329752,0.0008569794590584934,0.008654385805130005
16,1,4.8010620957938954e-05,0.0007527912384830415,1.2766669897246175e-05,0.983243465423584,0.00013547851995099336,0.0032681599259376526,0.012539340183138847
17,1,4.368372174212709e-05,0.000557362218387425,1.3332411072042305e-05,0.8833693861961365,0.00014017029025126249,0.10241971164941788,0.013456367887556553
18,1,1.4824936442892067e-05,0.0004912749864161015,4.328867817093851e-06,0.7742906212806702,0.0001166976653621532,0.21003837883472443,0.015043839812278748
19,1,2.89377730950946e-05,0.00047099738731049,4.5206288632471114e-06,0.7739657759666443,0.00013101725198794156,0.2103312909603119,0.015067445114254951
20,1,4.205006189295091e-05,0.00043509487295523286,4.646482466341695e-06,0.7734711766242981,0.00014075092622078955,0.210671067237854,0.01523523312062025
21,1,5.805562614114024e-05,0.00037003657780587673,4.533310857368633e-06,0.7753345370292664,0.000123043151688762,0.2106938362121582,0.013415927067399025
22,1,0.00017626701446715742,0.00017357445904053748,4.573603746393928e-06,0.7789189219474792,0.00011111860658274963,0.2103373110294342,0.01027814019471407
23,1,0.00018494414689484984,3.105057112406939e-05,3.5350501548236934e-06,0.7878316044807434,8.894451457308605e-05,0.207789346575737,0.004070562776178122
24,1,0.000216756496229209,4.67602294520475e-05,2.848097665264504e-06,0.8882260918617249,7.317367271753028e-05,0.10868573933839798,0.0027486279141157866
25,1,0.00021344712877180427,9.097246947931126e-05,3.773128582906793e-06,0.9966191053390503,0.0005222336621955037,0.001024440978653729,0.0015260627260431647
26,1,0.0001990806485991925,0.00011338958574924618,3.7553147649305174e-06,0.9969257712364197,0.0005985149764455855,0.0007122518727555871,0.0014472752809524536
27,1,0.00018953434482682496,0.00011733953579096124,3.9333526729024015e-06,0.9973387122154236,0.0006628835690207779,0.00036139629082754254,0.001326287747360766
28,1,0.00017507615848444402,0.00013293644587974995,4.52174663223559e-06,0.9973688721656799,0.0006931805401109159,0.00031540548661723733,0.0013099564239382744
29,1,6.040139123797417e-05,0.00014219818694982678,4.148529114900157e-06,0.9972781538963318,0.000747708894778043,0.00010925582319032401,0.0016581809613853693
30,1,7.391375402221456e-05,0.00019394465198274702,5.928875452809734e-06,0.9957848191261292,0.0008613107493147254,0.0001043893862515688,0.0029756936710327864
31,1,6.332226621452719e-05,0.00024909686180762947,7.4609606599551626e-06,0.9944849610328674,0.0011471959296613932,3.421687142690644e-05,0.004013724625110626
32,1,6.720268720528111e-05,0.00022181063832249492,5.6552630667283665e-06,0.995177149772644,0.000763389456551522,2.8471315090428106e-05,0.003736315295100212
33,1,6.77339849062264e-05,0.0002029263850999996,5.568806500377832e-06,0.9948523640632629,0.0007031751447357237,2.8857799406978302e-05,0.004139379598200321
34,1,7.29816165403463e-05,0.00024168413074221462,9.86523627943825e-06,0.9927344918251038,0.000822703295852989,7.721171277808025e-05,0.006041043438017368
35,1,7.481719512725249e-05,0.0002292318531544879,9.535165190754924e-06,0.9919765591621399,0.0008047421579249203,8.375658944714814e-05,0.006821473594754934
36,1,7.39276219974272e-05,0.00021597683371510357,9.764126843947452e-06,0.9911447167396545,0.0007602690020576119,9.462299931328744e-05,0.007700700778514147
37,1,7.44966819183901e-05,0.0001680500863585621,8.546503522666171e-06,0.9924632906913757,0.0006460808217525482,0.00013754822430200875,0.006501997355371714
38,1,6.342234701151028e-05,0.00010293092782376334,6.916013717273017e-06,0.9939101934432983,0.00035417170147411525,0.0001603511191206053,0.005402045790106058
39,1,6.217588816070929e-05,8.650704694446176e-05,6.7193282120570075e-06,0.9942638278007507,0.00026143123977817595,0.0001710180367808789,0.00514824315905571
40,1,6.281397509155795e-05,7.964095857460052e-05,6.574304279638454e-06,0.9948121905326843,0.0002278668835060671,0.00017380630015395582,0.004637045320123434
41,1,7.109923899406567e-05,4.873166835750453e-05,2.0220027181494515e-06,0.9969247579574585,2.9411907235044055e-05,0.00014817659393884242,0.0027758164796978235
42,1,0.00012973589764442295,5.292579953675158e-05,1.7731292700773338e-06,0.9976827502250671,1.4481133803201374e-05,0.00018870460917241871,0.0019296015379950404
43,1,0.00017621020379010588,4.80589696962852e-05,1.2311958244026755e-06,0.9988723993301392,2.5161875782941934e-06,0.0002100457641063258,0.0006894955295138061
44,1,0.00017213767569046468,6.95431008352898e-05,6.025872494319628e-07,0.9989332556724548,1.5888980442468892e-06,0.00023774869623593986,0.0005851263413205743
45,1,0.0035230889916419983,0.00016341063019353896,5.375658474804368e-06,0.9947572350502014,1.7919983292813413e-06,0.0008824734832160175,0.0006666483241133392
46,1,0.011899451725184917,0.0003119965549558401,4.266018368070945e-05,0.9781458973884583,8.08289314591093e-06,0.008714581839740276,0.0008773311856202781
47,1,0.0242234505712986,0.000456492678495124,5.429167504189536e-05,0.956150472164154,2.893517739721574e-05,0.01756284572184086,0.0015235411701723933
48,1,0.025116732344031334,0.004886734299361706,5.672508632414974e-05,0.9411686658859253,3.435319376876578e-05,0.02556551992893219,0.0031713093630969524
49,1,0.025851326063275337,0.0058655948378145695,5.730908742407337e-05,0.9293149709701538,3.729688614839688e-05,0.03450658172369003,0.0043669650331139565
50,1,0.025849035009741783,0.07185248285531998,5.872870679013431e-05,0.8602901101112366,6.773194763809443e-05,0.0351448692381382,0.006737048272043467
51,1,0.0258494820445776,0.08388103544712067,5.9779435105156153e-05,0.8454472422599792,8.955892553785816e-05,0.0357748344540596,0.00889804121106863
52,1,0.02250269055366516,0.09280002117156982,5.584006430581212e-05,0.8379596471786499,0.00011709126556525007,0.03568176180124283,0.01088294479995966
53,1,0.01412539929151535,0.09265708178281784,1.8587295926408842e-05,0.8545121550559998,0.00011168362834723666,0.027862805873155594,0.010712292976677418
54,1,0.0018024577293545008,0.09251786768436432,7.016999006737024e-06,0.8764418959617615,9.157170279650018e-05,0.019034652039408684,0.010104512795805931
55,1,0.0009329429594799876,0.08807860314846039,5.015600436308887e-06,0.8909763693809509,8.759310003370047e-05,0.011401670053601265,0.008517819456756115
56,1,0.0003767465241253376,0.08709986507892609,4.7523149078188e-06,0.9002826809883118,8.730836998438463e-05,0.004268323071300983,0.007880383171141148
57,1,0.00036116602132096887,0.021337684243917465,5.556353698921157e-06,0.9497514963150024,0.0002700486802496016,0.009312598034739494,0.01896144449710846
58,1,0.0005269953398965299,0.009478174149990082,4.826890290132724e-05,0.9056410193443298,0.002011703560128808,0.013122854754328728,0.0691710039973259
59,1,0.0005284927901811898,0.0008854615734890103,5.021975812269375e-05,0.8509067893028259,0.002281293272972107,0.013664488680660725,0.13168330490589142
60,1,0.0005262501072138548,0.0009370678453706205,5.289647015160881e-05,0.8483610153198242,0.0023126197047531605,0.015680110082030296,0.13213004171848297
61,1,0.000524737115483731,0.0009723642142489552,5.475340731209144e-05,0.8465897440910339,0.002337140729650855,0.01694156602025032,0.1325797438621521
62,1,0.0004951493465341628,0.0009690006845630705,5.483194036060013e-05,0.8130905032157898,0.0023677456192672253,0.05037767067551613,0.13264510035514832
63,1,0.00026031024754047394,0.0009598410106264055,5.446497380034998e-05,0.8157556653022766,0.00236510275863111,0.04855094477534294,0.1320536881685257
64,1,0.00023975256772246212,0.0007316893897950649,5.230634633335285e-05,0.8352499604225159,0.0021523216273635626,0.042980171740055084,0.11859378963708878
65,1,6.325745198410004e-05,0.0005322258803062141,8.647389222460333e-06,0.8943158388137817,0.00038894315366633236,0.03849870339035988,0.0661923959851265
66,1,4.727200575871393e-05,0.00010599164670566097,5.6722087720118e-06,0.9608182907104492,9.137465531239286e-05,0.037396278232336044,0.0015351109905168414
67,1,4.74624102935195e-05,4.7107743739616126e-05,2.938342959168949e-06,0.9634995460510254,5.903478086111136e-05,0.03536005690693855,0.0009838549885898829
68,1,5.039225652581081e-05,7.814735909050796e-06,1.0530254712648457e-06,0.9653654098510742,3.395345629542135e-05,0.03408098965883255,0.00046035577543079853
69,1,4.1274204704677686e-05,6.3110978771874215e-06,4.530676847025461e-07,0.9995952248573303,1.6173152062037843e-06,0.00025590151199139655,9.916107228491455e-05
70,1,3.788615140365437e-05,6.338789262372302e-06,4.4376812979862734e-07,0.9996344447135925,1.6189893585760728e-06,0.00023077121295500547,8.850538142723963e-05
71,1,3.6941299185855314e-05,6.5379431362089235e-06,3.7397791174953454e-07,0.9998061060905457,1.392321678395092e-06,9.261340892408043e-05,5.5965334468055516e-05
72,1,3.0662336939712986e-05,6.80813855069573e-06,2.4557030542382563e-07,0.9998597502708435,1.3446817774820374e-06,5.2530089305946603e-05,4.8653844714863226e-05
73,1,2.765682256722357e-05,7.182694389484823e-06,1.8619286379362165e-07,0.9998890161514282,1.2778913287547766e-06,3.369127443875186e-05,4.095424810657278e-05
74,1,2.8478820240707137e-05,8.068270290095825e-06,2.1233563529676758e-07,0.99988853931427,1.3304162393978913e-06,3.247445056331344e-05,4.090768561582081e-05
75,1,3.309117164462805e-05,7.4179120019834954e-06,1.9555038477392372e-07,0.9998874068260193,1.2991846460863599e-06,3.384309457032941e-05,3.678234133985825e-05
76,1,3.5287670471007004e-05,8.388890819333028e-06,1.8720083971857093e-07,0.9998766779899597,1.4400637837752583e-06,3.52057431882713e-05,4.2753519664984196e-05
77,1,3.862720768665895e-05,1.2468351087591145e-05,1.7810945962537517e-07,0.9998477697372437,1.443970063519373e-06,4.703143713413738e-05,5.241588951321319e-05
78,1,0.000141177762998268,0.00012147800589445978,4.621647917701921e-07,0.9989801049232483,3.7821430396434152e-06,0.00039229303365573287,0.00036061761784367263
79,1,0.00022958547924645245,0.0009185620001517236,1.4410688891075552e-06,0.9968400597572327,9.686134944786318e-06,0.0009556552395224571,0.0010449718683958054
80,1,0.00024780293460935354,0.0012487299973145127,2.4729436063353205e-06,0.9690863490104675,8.123959560180083e-05,0.00509628327563405,0.024237053468823433
81,1,0.0002519046829547733,0.001977880485355854,2.56233693107788e-06,0.9624395966529846,0.00013164895062800497,0.005173970013856888,0.030022352933883667
82,1,0.00025496186572127044,0.0024989782832562923,2.768147169263102e-06,0.9329267144203186,0.0002898573293350637,0.00543653080239892,0.05859016999602318
83,1,0.00026204189634881914,0.004860586486756802,2.8761528483300935e-06,0.9246676564216614,0.00041399337351322174,0.005445780698210001,0.06434705853462219
84,1,0.00026210458599962294,0.0061379969120025635,2.9337631985981716e-06,0.9183326959609985,0.0005156950792297721,0.005440186243504286,0.0693083181977272
85,1,0.00015672821609769017,0.006626999471336603,3.3155083656311035e-06,0.8960149884223938,0.0005734766600653529,0.005165203008800745,0.09145934879779816
86,1,0.0001341688766842708,0.007247847970575094,8.358282684639562e-06,0.8522499203681946,0.000775914522819221,0.013165803626179695,0.12641803920269012
87,1,0.00016226658772211522,0.006934974808245897,7.367242233158322e-06,0.744999349117279,0.0007051434949971735,0.1383105367422104,0.10888030380010605
88,1,0.0003356772067490965,0.006226788740605116,7.9261590144597e-06,0.6098890900611877,0.0006555702420882881,0.27797746658325195,0.10490738600492477
89,1,0.0010769208893179893,0.0074581182561814785,9.617824616725557e-06,0.5323183536529541,0.0005156130064278841,0.3457264304161072,0.11289495974779129
90,1,0.00135446444619447,0.006702478509396315,1.0068628398585133e-05,0.4174777865409851,0.0004040898638777435,0.4167911112308502,0.15726006031036377
91,1,0.0015498537104576826,0.010885445401072502,1.0205954822595231e-05,0.29756656289100647,0.0003262976824771613,0.43183520436286926,0.25782647728919983
92,1,0.0015699373325333,0.029637515544891357,9.53561993810581e-06,0.1962057203054428,0.00038458267226815224,0.4340459704399109,0.33814677596092224
93,1,0.001591379870660603,0.03149935230612755,4.0956606426334474e-06,0.16580486297607422,0.0001991618482861668,0.4424377381801605,0.3584633767604828
94,1,0.0016361933667212725,0.03304242342710495,4.2274314182577655e-06,0.26467686891555786,0.0002187703357776627,0.31935757398605347,0.38106396794319153
95,1,0.0024021267890930176,0.03328719735145569,3.6620097034756327e-06,0.266147255897522,0.00022405017807614058,0.27054473757743835,0.427390992641449
96,1,0.01947285607457161,0.03225386515259743,2.01092393581348e-06,0.24822905659675598,0.00020945991855114698,0.2657054364681244,0.4341273307800293
97,1,0.053723420947790146,0.03164762631058693,1.6915925016292022e-06,0.23859240114688873,0.00020129843323957175,0.23249086737632751,0.4433426856994629
98,1,0.056669704616069794,0.03502091020345688,2.0518396013358142e-06,0.2594315707683563,0.00019958472694270313,0.22719034552574158,0.42148587107658386
99,1,0.05956712365150452,0.023008545860648155,2.33851437769772e-06,0.2845694124698639,9.368385508423671e-05,0.25531816482543945,0.37744078040122986
100,1,0.059490323066711426,0.0197866503149271,1.7385424371241243e-06,0.22042903304100037,7.474457379430532e-05,0.27166447043418884,0.42855310440063477
101,1,0.05962343141436577,0.01828022301197052,1.5913094557618024e-06,0.11451311409473419,0.0011090984335169196,0.2658440172672272,0.5406284928321838
102,1,0.05877193436026573,0.018080802634358406,1.5023491641841247e-06,0.11224693059921265,0.0012186055537313223,0.17524591088294983,0.6344342827796936
103,1,0.04115438088774681,0.017518680542707443,1.2711960835076752e-06,0.09488946944475174,0.0012581497430801392,0.11247866600751877,0.7326993942260742
104,1,0.006660907994955778,0.016630835831165314,1.0257692792947637e-06,0.08523961156606674,0.001277372008189559,0.074897401034832,0.8152928948402405
105,1,0.003522641723975539,0.00784649234265089,4.5876890908402856e-07,0.04808324947953224,0.0012687462149187922,0.06898893415927887,0.8702895045280457
106,1,0.0006803619326092303,0.001004131743684411,2.593663452898909e-07,0.004977121949195862,0.0013225320726633072,0.06528719514608383,0.9267284274101257
107,1,0.0006717311916872859,0.0009855300886556506,2.6144567755181924e-07,0.0030140059534460306,0.0013356993440538645,0.03639398142695427,0.9575988054275513
108,1,0.0004483389784581959,0.0009459609282203019,2.1841815112111362e-07,0.002741909818723798,0.0002902833803091198,0.038432639092206955,0.9571407437324524
109,1,0.0003775398072320968,0.002435262082144618,2.2518509013025323e-07,0.004114667419344187,0.0003708920849021524,0.03846452012658119,0.9542369246482849
110,1,0.00017417919298168272,0.0024904017336666584,2.357821529130888e-07,0.00392943574115634,0.0003710876335389912,0.038308750838041306,0.9547259211540222
111,1,0.00015206533134914935,0.0026034810580313206,1.150994421550422e-06,0.004132233094424009,0.0005108459736220539,0.04367518424987793,0.9489250183105469
112,1,0.00020556496747303754,0.002733253175392747,1.7916814840646111e-06,0.004109812434762716,0.0007474739104509354,0.07699302583932877,0.9152091145515442
113,1,0.0003804908483289182,0.0024607155937701464,2.0311795196903404e-06,0.004161774180829525,0.0008033414487726986,0.07247640192508698,0.9197152256965637
114,1,0.0005672898842021823,0.002566883573308587,2.096778416671441e-06,0.003828126937150955,0.0008790240390226245,0.08715176582336426,0.9050047993659973
115,1,0.0010054206941276789,0.003530590096488595,3.1911949918139726e-06,0.004324459470808506,0.0010679371189326048,0.0966486781835556,0.8934197425842285
116,1,0.002821059664711356,0.0026409123092889786,5.4822817219246645e-06,0.003202576655894518,0.001042193965986371,0.12796825170516968,0.8623195290565491
117,1,0.0032933529000729322,0.007871786132454872,7.139163244573865e-06,0.003942781127989292,0.0011139694834128022,0.15821821987628937,0.8255528211593628
118,1,0.0032841127831488848,0.00765368202701211,6.234164629859151e-06,0.0033161952160298824,0.0009523606859147549,0.29094403982162476,0.693843424320221
119,1,0.003527049208059907,0.007475780788809061,8.09940593171632e-06,0.0035157816018909216,0.0007044897647574544,0.3925803601741791,0.5921883583068848
120,1,0.00366481626406312,0.007253452204167843,9.652058906794991e-06,0.003399146720767021,0.0005835211486555636,0.5118929147720337,0.47319650650024414
121,1,0.003652511164546013,0.00710722804069519,1.0137105164176319e-05,0.0035175487864762545,0.0004913095617666841,0.6342953443527222,0.3509259521961212
122,1,0.004363317508250475,0.006137781776487827,1.549832995806355e-05,0.0038741398602724075,0.0002998192794620991,0.7610203623771667,0.22428908944129944
123,1,0.009924939833581448,0.00549130467697978,3.6688164982479066e-05,0.09559700638055801,0.00013431084516923875,0.7723084688186646,0.11650729924440384
124,1,0.016849933192133904,6.74180846544914e-05,5.8502300817053765e-05,0.18684063851833344,2.396160016360227e-05,0.7847782969474792,0.011381224729120731
125,1,0.022366419434547424,6.579646287718788e-05,6.388046313077211e-05,0.3049234449863434,3.059592563658953e-05,0.6655823588371277,0.006967581808567047
126,1,0.022173091769218445,6.166887033032253e-05,6.144367944216356e-05,0.446694552898407,3.2126055884873495e-05,0.5273171067237854,0.00366006838157773
127,1,0.023774055764079094,6.596568709937856e-05,5.958447582088411e-05,0.5857256650924683,3.383813236723654e-05,0.38736656308174133,0.002974351402372122
128,1,0.023820549249649048,6.93316978868097e-05,5.906560909352265e-05,0.7277701497077942,3.67401989933569e-05,0.24622762203216553,0.002016590442508459
129,1,0.022713256999850273,5.975364547339268e-05,5.3729152568848804e-05,0.8691015243530273,5.249639434623532e-05,0.1076454445719719,0.0003738002269528806
130,1,0.015793856233358383,4.218692993163131e-05,3.0516601327690296e-05,0.9190988540649414,9.50006433413364e-05,0.0647098645567894,0.00022975455794949085
131,1,0.00888743158429861,2.2508209440275095e-05,1.3634245078719687e-05,0.9687617421150208,0.0003501537430565804,0.021794548258185387,0.00017004080291371793
132,1,0.008541089482605457,2.9570843253168277e-05,2.9539647584897466e-05,0.9872580170631409,0.0005376409972086549,0.003434103215113282,0.00017002038657665253
133,1,0.009121899493038654,3.301864126115106e-05,3.0498267733491957e-05,0.9862654805183411,0.0008101739804260433,0.003529911395162344,0.00020904418488498777
134,1,0.007278624922037125,3.7151661672396585e-05,3.2959691452560946e-05,0.989565372467041,0.0008483427809551358,0.0020146965980529785,0.00022287033789325505
135,1,0.007366499397903681,0.0001365774223813787,3.5014636523555964e-05,0.9890052080154419,0.0010331989033147693,0.0021152046974748373,0.0003082859329879284
136,1,0.007494000252336264,0.0002159943978767842,3.604932499001734e-05,0.9778684973716736,0.001924307318404317,0.006672626826912165,0.005788614507764578
137,1,0.0070882015861570835,0.0002573737292550504,3.598936018534005e-05,0.9393066763877869,0.002003852976486087,0.007642100565135479,0.04366587474942207
138,1,0.007280339952558279,0.0002678878081496805,3.229085268685594e-05,0.9246921539306641,0.0018015921814367175,0.007721110712736845,0.05820462107658386
139,1,0.0022231724578887224,0.0002629198133945465,1.2767451153194997e-05,0.8957945108413696,0.0017134018708020449,0.007011752109974623,0.09298140555620193
140,1,0.001538655604235828,0.0002599575382191688,1.1802711924246978e-05,0.8858702778816223,0.0014579353155568242,0.006572560872882605,0.10428883880376816
141,1,0.0013979964423924685,0.0002536673273425549,9.448199307371397e-06,0.8826017379760742,0.0014423622051253915,0.007576695177704096,0.10671810805797577
142,1,0.0010858045425266027,0.00015228007396217436,7.407084467558889e-06,0.8822281956672668,0.0012629821430891752,0.008221936412155628,0.10704150050878525
143,1,0.0009162680944427848,7.29273961042054e-05,5.285609859129181e-06,0.8933903574943542,0.0003494741686154157,0.0037010430824011564,0.10156462341547012
144,1,0.0008510257466696203,2.857004255929496e-05,5.584516202361556e-06,0.9322975277900696,0.00022363450261764228,0.0029201360885053873,0.06367356330156326
145,1,0.00017492379993200302,1.727666131046135e-05,3.1684921850683168e-06,0.9477781057357788,0.00016983490786515176,0.0028212552424520254,0.04903539642691612
146,1,0.006419807206839323,1.3229341675469186e-05,7.286584605026292e-06,0.9723615050315857,6.9882495154161e-05,0.006870790384709835,0.014257452450692654
147,1,0.006730326451361179,1.3770392797596287e-05,7.960584298416506e-06,0.983588695526123,4.962686216458678e-05,0.006701712030917406,0.0029078733641654253
148,1,0.0067566558718681335,1.4158331396174617e-05,1.982133289857302e-05,0.9870024919509888,2.5704906875034794e-05,0.005723210982978344,0.0004579159722197801
149,1,0.006804467644542456,1.3995434528624173e-05,3.080158421653323e-05,0.9884360432624817,1.7680187738733366e-05,0.004656308796256781,4.074723619851284e-05
150,1,0.007185353897511959,3.1367169867735356e-05,0.0001411338016623631,0.9875157475471497,5.2405372116481885e-05,0.005043928511440754,3.0126195269986056e-05
151,1,0.03078577294945717,4.582808833220042e-05,0.00030644217622466385,0.9631063342094421,5.477277227328159e-05,0.0056658536195755005,3.502310937619768e-05
152,1,0.03816499561071396,7.271633512573317e-05,0.00031652042525820434,0.9481170773506165,0.00030341610545292497,0.0129100875928998,0.00011530958727234975
153,1,0.032558899372816086,7.421558984788135e-05,0.00031854797271080315,0.9535884261131287,0.0004517613269854337,0.012893883511424065,0.00011431887105572969
154,1,0.03782031312584877,8.876276842784137e-05,0.0004300277796573937,0.8622244596481323,0.0009800213156268,0.09751228243112564,0.0009442056179977953
